Filename,AI,Comments
19649.java_254.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
19180.java_255.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
5074.java_256.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
9643.java_257.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
9995.java_258.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
9619.java_259.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
10433.java_261.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
5245.java_262.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
15162.java_263.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
14460.java_264.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
8141.java_266.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
8954.java_267.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
4872.java_268.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
9239.java_269.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
18528.java_270.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
14803.java_271.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
14660.java_272.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
5390.java_273.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
12544.java_275.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
13057.java_276.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
12243.java_277.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
14854.java_278.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
16825.java_279.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
15042.java_280.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
7838.java_281.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
6369.java_282.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
3980.java_283.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
1306.java_284.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
623.java_285.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
8601.java_286.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
19743.java_287.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
15789.java_288.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
12267.java_289.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
3294.java_290.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
19927.java_291.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
12172.java_292.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
14907.java_293.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
5631.java_294.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
11711.java_295.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
6675.java_296.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
8522.java_298.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
13868.java_299.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
10570.java_300.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
3349.java_301.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
16997.java_302.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
663.java_304.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
3274.java_305.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
19979.java_306.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
16911.java_307.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
13021.java_308.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
6746.java_310.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
7051.java_311.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
9016.java_312.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
10921.java_313.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
18752.java_314.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
1720.java_315.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
17824.java_316.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
5723.java_317.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
7188.java_318.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
11030.java_319.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
14937.java_320.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
19355.java_322.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
8211.java_323.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
19949.java_324.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
169.java_325.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
8450.java_326.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
15702.java_327.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
3527.java_328.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
16704.java_329.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
13552.java_330.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
1797.java_331.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
10794.java_332.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
4535.java_334.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
9193.java_335.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
16463.java_336.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
18830.java_337.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
8700.java_338.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
4838.java_339.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
18764.java_340.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
16671.java_341.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
6925.java_342.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
11438.java_343.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
4394.java_344.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
16881.java_346.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
13693.java_347.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
10918.java_348.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
19492.java_349.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
12737.java_350.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
12976.java_351.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
14800.java_352.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
9939.java_353.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
6656.java_354.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
3148.java_355.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
10855.java_356.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
18965.java_357.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
15537.java_358.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
4463.java_359.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
18398.java_360.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
5279.java_361.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
4897.java_362.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
6003.java_363.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
1379.java_364.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
9942.java_365.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
19050.java_366.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
3790.java_367.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
6528.java_368.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
11077.java_369.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
210.java_370.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
694.java_371.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
3774.java_372.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
4425.java_373.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
14649.java_374.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
14752.java_375.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
18440.java_376.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
19707.java_377.py,True,Meta-Llama-3-8B-Instruct.Q4_0.gguf
