Filename,AI,Source,Comments
60.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__breakpoint__DebuggerBreakpointsProvider.j_59.java
61.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__breakpoint__DebuggerLogicalBreakpointsActionContext.j_60.java
62.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__breakpoint__DebuggerMakeBreakpointsEffectiveActionContext.j_61.java
63.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__breakpoint__DebuggerPlaceBreakpointDialog.j_62.java
64.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__breakpoint__LogicalBreakpointRow.j_63.java
65.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__colors__DebuggerTrackedRegisterBackgroundColorModel.j_64.java
66.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__colors__MultiSelectionBlendedLayoutBackgroundColorManager.j_65.java
67.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__colors__SelectionGenerator.j_66.java
68.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__colors__SelectionTranslator.j_67.java
69.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__console__ConsoleActionsCellEditor.j_68.java
70.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__console__ConsoleActionsCellRenderer.j_69.java
71.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__console__DebuggerConsolePlugin.j_70.java
72.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__console__DebuggerConsoleProvider.j_71.java
73.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__console__LogRowConsoleActionContext.j_72.java
74.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__DebuggerLocationLabel.j_73.java
75.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__DebuggerProvider.j_74.java
76.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__DebuggerResources.j_75.java
77.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__DebuggerSnapActionContext.j_76.java
78.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__interpreters__AbstractDebuggerWrappedConsoleConnection.j_77.java
79.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__interpreters__DebuggerInterpreterConnection.j_78.java
80.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__interpreters__DebuggerInterpreterPlugin.j_79.java
81.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__interpreters__DebuggerInterpreterProvider.j_80.java
82.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__interpreters__DebuggerWrappedConsoleConnection.j_81.java
83.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__interpreters__DebuggerWrappedInterpreterConnection.j_82.java
84.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__listing__CursorBackgroundColorModel.j_83.java
85.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__listing__DebuggerListingPlugin.j_84.java
86.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__listing__DebuggerListingProvider.j_85.java
87.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__listing__DebuggerOpenProgramActionContext.j_86.java
88.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__listing__DebuggerTrackedRegisterListingBackgroundColorModel.j_87.java
89.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__listing__MemoryStateListingBackgroundColorModel.j_88.java
90.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__listing__MultiBlendedListingBackgroundColorModel.j_89.java
91.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__memory__DebuggerMemoryBytesPanel.j_90.java
92.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__memory__DebuggerMemoryBytesPlugin.j_91.java
93.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__memory__DebuggerMemoryBytesProvider.j_92.java
94.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__memory__DebuggerMemoryByteViewerComponent.j_93.java
95.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__memory__DebuggerRegionActionContext.j_94.java
96.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__memory__DebuggerRegionsPlugin.j_95.java
97.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__memory__DebuggerRegionsProvider.j_96.java
98.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__memory__RegionRow.j_97.java
99.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__memory__WritesTargetMemoryByteBlock.j_98.java
100.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__memory__WritesTargetProgramByteBlockSet.j_99.java
101.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__memview__actions__ZoomInAAction.j_100.java
102.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__memview__actions__ZoomInTAction.j_101.java
103.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__memview__actions__ZoomOutAAction.j_102.java
104.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__memview__actions__ZoomOutTAction.j_103.java
105.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__memview__DebuggerMemviewPlugin.j_104.java
106.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__memview__DebuggerMemviewTraceListener.j_105.java
107.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__memview__MemoryBox.j_106.java
108.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__memview__MemviewBoxType.j_107.java
109.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__memview__MemviewMap.j_108.java
110.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__memview__MemviewMapModel.j_109.java
111.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__memview__MemviewPanel.j_110.java
112.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__memview__MemviewProvider.j_111.java
113.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__memview__MemviewService.j_112.java
114.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__memview__MemviewTable.j_113.java
115.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__modules__AbstractDebuggerMapProposalDialog.j_114.java
116.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__modules__DebuggerAddMappingDialog.j_115.java
117.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__modules__DebuggerBlockChooserDialog.j_116.java
118.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__modules__DebuggerMissingModuleActionContext.j_117.java
119.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__modules__DebuggerModuleActionContext.j_118.java
120.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__modules__DebuggerModuleMapProposalDialog.j_119.java
121.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__modules__DebuggerModulesPlugin.j_120.java
122.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__modules__DebuggerModulesProvider.j_121.java
123.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__modules__DebuggerSectionActionContext.j_122.java
124.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__modules__DebuggerSectionMapProposalDialog.j_123.java
125.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__modules__DebuggerStaticMappingActionContext.j_124.java
126.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__modules__DebuggerStaticMappingPlugin.j_125.java
127.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__modules__DebuggerStaticMappingProvider.j_126.java
128.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__modules__ModuleRow.j_127.java
129.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__modules__SectionRow.j_128.java
130.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__modules__StaticMappingRow.j_129.java
131.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__objects__actions__DisplayAsAction.j_130.java
132.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__objects__actions__DisplayAsGraphAction.j_131.java
133.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__objects__actions__DisplayAsTableAction.j_132.java
134.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__objects__actions__DisplayAsTreeAction.j_133.java
135.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__objects__actions__DisplayAsXMLAction.j_134.java
136.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__objects__actions__DisplayFilteredAction.j_135.java
137.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__objects__actions__DisplayFilteredGraphAction.j_136.java
138.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__objects__actions__DisplayFilteredTableAction.j_137.java
139.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__objects__actions__DisplayFilteredTreeAction.j_138.java
140.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__objects__actions__DisplayFilteredXMLAction.j_139.java
141.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__objects__actions__DisplayMethodsAction.j_140.java
142.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__objects__actions__ExportAsFactsAction.j_141.java
143.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__objects__actions__ExportAsXMLAction.j_142.java
144.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__objects__actions__ImportExportAsAction.j_143.java
145.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__objects__actions__ImportFromFactsAction.j_144.java
146.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__objects__actions__ImportFromXMLAction.j_145.java
147.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__objects__actions__OpenWinDbgTraceAction.j_146.java
148.java,False,https://github.com/NationalSecurityAgency/ghidra,ghidra__Ghidra__Debug__Debugger__src__main__java__ghidra__app__plugin__core__debug__gui__objects__components__AttachableProcessesTableColumns.j_147.java
